date,confirmed,recovered,death,test,ag_test,in_hosp,ventilation_available
2020-03-02,0.0,0.0,0.0,51.0,0.0,0.0,
2020-03-03,2.0,0.0,0.0,78.0,0.0,0.0,
2020-03-04,1.0,0.0,0.0,67.0,0.0,0.0,
2020-03-05,3.0,0.0,0.0,76.0,0.0,0.0,
2020-03-06,11.0,0.0,0.0,111.0,0.0,0.0,
2020-03-07,7.0,0.0,0.0,193.0,0.0,0.0,
2020-03-08,6.0,0.0,0.0,141.0,0.0,0.0,
2020-03-09,6.0,0.0,0.0,265.0,0.0,0.0,
2020-03-10,25.0,0.0,0.0,165.0,0.0,0.0,
2020-03-11,31.0,0.0,0.0,458.0,0.0,2.0,
2020-03-12,22.0,0.0,0.0,537.0,0.0,3.0,
2020-03-13,25.0,0.0,0.0,845.0,0.0,4.0,
2020-03-14,48.0,1.0,0.0,986.0,0.0,4.0,
2020-03-15,109.0,3.0,0.0,1028.0,0.0,6.0,
2020-03-16,85.0,0.0,0.0,1319.0,0.0,19.0,
2020-03-17,67.0,0.0,0.0,1294.0,0.0,49.0,
2020-03-18,110.0,0.0,0.0,1756.0,0.0,50.0,
2020-03-19,206.0,1.0,0.0,2259.0,0.0,55.0,
2020-03-20,124.0,3.0,0.0,2121.0,0.0,66.0,
2020-03-21,159.0,5.0,0.0,1882.0,0.0,79.0,
2020-03-22,115.0,0.0,1.0,1801.0,0.0,97.0,
2020-03-23,126.0,5.0,0.0,2291.0,0.0,117.0,
2020-03-24,185.0,4.0,2.0,3062.0,0.0,135.0,
2020-03-25,292.0,4.0,7.0,4107.0,0.0,174.0,
2020-03-26,259.0,9.0,0.0,4633.0,0.0,205.0,
2020-03-27,377.0,15.0,2.0,5359.0,0.0,237.0,
2020-03-28,263.0,8.0,5.0,4224.0,0.0,271.0,
2020-03-29,159.0,18.0,6.0,2848.0,0.0,282.0,
2020-03-30,184.0,30.0,5.0,5159.0,0.0,294.0,
2020-03-31,304.0,21.0,7.0,6661.0,0.0,322.0,
2020-04-01,283.0,46.0,8.0,6102.0,0.0,345.0,
2020-04-02,268.0,42.0,6.0,6673.0,0.0,351.0,
2020-04-03,333.0,68.0,8.0,7398.0,0.0,375.0,
2020-04-04,283.0,47.0,9.0,5837.0,0.0,365.0,
2020-04-05,117.0,42.0,8.0,4812.0,0.0,370.0,
2020-04-06,236.0,99.0,8.0,6435.0,0.0,394.0,
2020-04-07,196.0,123.0,10.0,8173.0,0.0,412.0,
2020-04-08,294.0,115.0,15.0,8469.0,0.0,422.0,
2020-04-09,257.0,183.0,10.0,8180.0,0.0,416.0,
2020-04-10,163.0,148.0,11.0,5702.0,0.0,406.0,
2020-04-11,170.0,136.0,8.0,4891.0,0.0,406.0,
2020-04-12,89.0,112.0,10.0,3250.0,0.0,402.0,
